,20250210_447_sbom_data.json,20250312_248_sbom_data.json,20250308_540_sbom_data.json,20250502_jumbo_3179_sbom_data.json,20250211_1366_sbom_data.json,20250307_139_sbom_data.json,20250419_491_sbom_data.json,20250414_793_sbom_data.json,20250502_jumbo_12963_sbom_data.json,20250320_1023_sbom_data.json,20250324_485_sbom_data.json,20250219_1142_sbom_data.json,20250411_866_sbom_data.json,20250324_242_sbom_data.json,20250322_241_sbom_data.json,20250416_657_sbom_data.json,20250502_jumbo_10892_sbom_data.json,20250306_550_sbom_data.json,20250502_jumbo_979_sbom_data.json,20250307_1428_sbom_data.json,20250227_1133_sbom_data.json,20250323_221_sbom_data.json,20250321_648_sbom_data.json,20250420_249_sbom_data.json,20250324_396_sbom_data.json,20250214_1461_sbom_data.json,20250306_771_sbom_data.json,20250327_1054_sbom_data.json,20250215_283_sbom_data.json,20250502_jumbo_13314_sbom_data.json,20250407_203_sbom_data.json,20250412_1361_sbom_data.json,20250417_208_sbom_data.json,20250224_1367_sbom_data.json,20250226_632_sbom_data.json,20250325_132_sbom_data.json,20250418_910_sbom_data.json,20250502_jumbo_13802_sbom_data.json,20250311_1388_sbom_data.json,20250502_jumbo_9047_sbom_data.json,20250320_100_sbom_data.json,20250330_99_sbom_data.json,20250310_824_sbom_data.json,20250315_1221_sbom_data.json,20250408_221_sbom_data.json,20250303_1483_sbom_data.json,20250323_91_sbom_data.json,20250502_jumbo_7959_sbom_data.json,20250419_1455_sbom_data.json,20250316_1292_sbom_data.json,20250308_1092_sbom_data.json,20250308_1329_sbom_data.json,20250502_jumbo_2331_sbom_data.json,20250405_877_sbom_data.json,20250411_217_sbom_data.json,20250426_1545_sbom_data.json,20250329_448_sbom_data.json,20250412_1423_sbom_data.json,20250502_jumbo_6624_sbom_data.json,20250326_674_sbom_data.json,20250427_65_sbom_data.json,20250323_832_sbom_data.json,20250210_1258_sbom_data.json,20250418_1115_sbom_data.json,20250216_1131_sbom_data.json,20250502_jumbo_11496_sbom_data.json,20250214_449_sbom_data.json,20250307_82_sbom_data.json,20250502_jumbo_14282_sbom_data.json,20250308_194_sbom_data.json,20250404_1683_sbom_data.json,20250214_1123_sbom_data.json,20250219_1451_sbom_data.json,20250319_857_sbom_data.json,20250302_1466_sbom_data.json,20250329_223_sbom_data.json,20250301_261_sbom_data.json,20250312_876_sbom_data.json,20250209_351_sbom_data.json,20250218_533_sbom_data.json,20250405_1585_sbom_data.json,20250227_1478_sbom_data.json,20250208_1394_sbom_data.json,20250325_816_sbom_data.json,20250402_1511_sbom_data.json,20250406_1002_sbom_data.json,20250407_861_sbom_data.json,20250226_192_sbom_data.json,20250217_1222_sbom_data.json,20250215_700_sbom_data.json,20250327_1532_sbom_data.json,20250421_528_sbom_data.json,20250217_1561_sbom_data.json,20250426_1120_sbom_data.json,20250417_234_sbom_data.json,20250415_1518_sbom_data.json,20250410_1473_sbom_data.json,20250427_294_sbom_data.json,20250315_1483_sbom_data.json,20250317_1341_sbom_data.json
20250210_447_sbom_data.json,1.0,0.0019164574806217445,0.0014810794566103172,0.1789632898233971,0.11555404122553645,0.08510445698566747,0.009915612874961543,0.05965528445980628,0.030721355285909635,0.03268819319305351,0.0,0.0,0.0,0.0,0.0018906116253059387,0.0,0.004752507718560467,0.14059723030977447,0.09250766220919644,0.0,0.0049403772656083905,0.0,0.0,0.007580662369007543,0.0,0.0,0.0,0.0,0.16161575308475942,0.16985264872182057,0.1296293071239554,0.042948660812896236,0.0,0.0,0.02477270597942054,0.0,0.055195273038145885,0.006999536848996571,0.01299021444149934,0.0,0.03214296588450075,0.0,0.0,0.13839186022996042,0.0,0.0,0.05729670885147343,0.0018951337284974859,0.0017276925213148037,0.02953236745774978,0.027008972490727225,0.0,0.0,0.0,0.0,0.0,0.001482176681348445,0.10773499822734081,0.0,0.0,0.00206955630898322,0.0,0.0,0.0,0.0,0.0,0.0882229844439064,0.05829635921197339,0.4996053530987668,0.0665589151119288,0.0018323099851889032,0.0,0.0,0.11386474597308915,0.06977864694729433,0.038739297413938195,0.09173887705411732,0.0,0.0,0.0,0.0,0.07221627015710651,0.0,0.0,0.09115165832558585,0.08974350839061726,0.03181999996897932,0.0,0.0,0.0,0.07047523116773062,0.0,0.6370577245517577,0.08366525442468833,0.10845191174102953,0.0,0.028015770210928662,0.0,0.14676599334464688,0.08778029259130968
20250312_248_sbom_data.json,0.0019164574806217445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08347923178951075,0.0,0.03314178325628507,0.0,0.0,0.0,0.08869083053963236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09331044178835575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001690360619701343,0.0,0.0,0.0,0.0,0.0
20250308_540_sbom_data.json,0.0014810794566103172,0.0,1.0,0.00191903867628124,0.002738179877189665,0.0011335389800721496,0.01176666861045222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013455649192331014,0.0012165595953007914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011465380265554327,0.001297489649368947,0.0077148101121800655,0.0,0.0,0.0,0.0,0.0,0.004664428311283806,0.0,0.0,0.0,0.0,0.0,0.0,0.0013058881342038024,0.0,0.0,0.001749788104791021,0.0,0.0,0.0,0.002519982310390634,0.0,0.0,0.0,0.0,0.0,0.021319547754618143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023431009773797425,0.004101246434465287,0.0,0.0034537569428115334,0.0,0.0,0.0,0.002656580255034688,0.0,0.0,0.0007475194579815446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00612486489329565,0.005968253940761046,0.0,0.0,0.0,0.0009110060090730832,0.0,0.0,0.0007483926102206612,0.0013111100503905683,0.0,0.0,0.0,0.0011179488571332438,0.0
20250502_jumbo_3179_sbom_data.json,0.1789632898233971,0.0,0.00191903867628124,1.0,0.09806477092064105,0.19540056562568026,0.1992753741958177,0.0,0.0820421808916993,0.06799174500302628,0.0,0.0,0.0,0.0,0.0,0.0,0.0024680263280562405,0.05314350060057197,0.22919484511973356,0.0,0.0,0.0,0.0,0.004844646549663281,0.0,0.0,0.004136322743394586,0.0,0.04742210171231238,0.049971818261175006,0.06886326361471602,0.053138907840294576,0.0,0.0,0.13257394165466524,0.0,0.03398697977391058,0.002822787422788742,0.0474429044267147,0.0,0.19963060577608194,0.0,0.0022237017949319916,0.05018321775546944,0.0,0.0,0.1482951646552165,0.0,0.0,0.025552917940334725,0.044311978120216325,0.0,0.02696445733253704,0.0,0.0,0.011855130165216223,0.0,0.26640103814933,0.0,0.0,0.0017417457116959973,0.0,0.0,0.0,0.0,0.0,0.2627731675942693,0.2278123228426779,0.20342019887406212,0.09359382204854556,0.0012659200413406436,0.0,0.0,0.08451062193754737,0.07045771153371831,0.03030268185851434,0.16256241406398392,0.0,0.0,0.006445583454577101,0.0,0.014477950229244108,0.0,0.0,0.03362540102477168,0.029295234515296906,0.052886542699039085,0.0,0.0,0.0,0.2281404961654524,0.0,0.1740702231503388,0.17709827372335954,0.07257450711172439,0.0,0.1512143214503833,0.0,0.058796023170359354,0.01677564226213871
20250211_1366_sbom_data.json,0.11555404122553645,0.0,0.002738179877189665,0.09806477092064105,1.0,0.11169535979476176,0.0941723090410059,0.0,0.029881031219490355,0.015179255477671258,0.0,0.0,0.0,0.0,0.0,0.0,0.0036102509837807758,0.0959896549916088,0.13417630472503914,0.0,0.0,0.0,0.0,0.002266546294589892,0.0,0.0,0.0,0.0,0.11125306591008305,0.1178866811624702,0.04995951964335613,0.0,0.0,0.0,0.1734447509085911,0.0,0.031082420226573662,0.006698824973263569,0.023291232536164396,0.0,0.09789324913873744,0.0,0.0,0.0922675974902413,0.0,0.0,0.0882241189306933,0.0,0.0014880677299663175,0.014627923098797636,0.02156963573576033,0.0,0.0,0.0,0.0,0.0,0.0026400538064884115,0.13639121391623282,0.0,0.0,0.00258953488271864,0.0,0.0027531679946851627,0.0,0.0,0.0,0.14917756673553112,0.09025115513623175,0.08825486495881424,0.06971614632933494,0.0022808616412197144,0.0,0.0027307280742299516,0.12501178013683997,0.09301005898933196,0.044967453337984575,0.09736437598835718,0.0,0.0,0.0,0.0,0.023078732762493497,0.0027531679946851627,0.0,0.04660912288319107,0.11040009370063537,0.01658673996759928,0.0,0.0027531679946851627,0.0,0.08767597280246385,0.0,0.12907067720047743,0.09467296541526993,0.0342128004580685,0.0,0.053227482007998726,0.0,0.08853810080357342,0.025789905993935776
20250307_139_sbom_data.json,0.08510445698566747,0.0,0.0011335389800721496,0.19540056562568026,0.11169535979476176,1.0,0.15071196949426965,0.0,0.022505583427991836,0.033196918021712214,0.0,0.0,0.0,0.0,0.0,0.0,0.0010857422439239563,0.45666942200482646,0.7347471900317334,0.0,0.0,0.0,0.0,0.0011155408897595307,0.0,0.0,0.0,0.0,0.39171567657576495,0.4269892831534908,0.12021324989384634,0.0,0.0,0.0,0.05618275370465308,0.0,0.0446708827905748,0.0033595781093926492,0.0010975507658516656,0.0,0.0987897540796295,0.0,0.0,0.44079790831603743,0.0,0.0,0.1641881804124031,0.0,0.0,0.02265038846452463,0.03636808097496076,0.0,0.0,0.0,0.0,0.0,0.0011341815735343838,0.37686313993509046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38780643379219876,0.15760486847821395,0.11520797905052733,0.2638054103369824,0.0036522331465634727,0.0012353689347547494,0.0,0.15063862049680019,0.1985327489403481,0.01631081067971039,0.582009869105843,0.0,0.0,0.0,0.0,0.005115733400370202,0.0,0.0,0.025815290562168604,0.0669203220830527,0.04290779392603763,0.0,0.0,0.0,0.5069427998908506,0.0,0.0669225186490021,0.6385116117648114,0.07713226146230848,0.0,0.11155249634424626,0.0,0.39948987160506516,0.021182095682984327
20250419_491_sbom_data.json,0.009915612874961543,0.0,0.01176666861045222,0.1992753741958177,0.0941723090410059,0.15071196949426965,1.0,0.0,0.007736136489679895,0.0225180208108658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17878523949339392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018794071610870836,0.0,0.0057996488690953965,0.0,0.0,0.0,0.17262223416045275,0.0,0.016932400474808675,0.0,0.0,0.0,0.1499643710024596,0.0,0.0,0.001018771602523592,0.0,0.0,0.2308785978715879,0.0,0.002161311177742869,0.00390679796531312,0.029902785646175926,0.0,0.0,0.0,0.0,0.0,0.009697294338498816,0.17080820455332257,0.0,0.0,0.0,0.0,0.0,0.0,0.016144976708028284,0.0,0.2073684208265942,0.15004086095470437,0.012691351292851432,0.0664433452809952,0.0,0.0,0.0,0.07653420841975737,0.06405802566774224,0.011340894586425699,0.10789269659575061,0.0,0.0,0.0,0.0,0.001559291232995767,0.0,0.0,0.003049513264082111,0.013289104238698715,0.013063686125006923,0.0,0.0,0.0,0.13996645797843205,0.0,0.009468829599755568,0.15091591308014093,0.017789099293304817,0.0,0.1848300563147364,0.0,0.0009065188259425748,0.0
20250414_793_sbom_data.json,0.05965528445980628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250502_jumbo_12963_sbom_data.json,0.030721355285909635,0.0,0.0,0.0820421808916993,0.029881031219490355,0.022505583427991836,0.007736136489679895,0.0,1.0,0.011092021207419053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007522829292974068,0.04099539140128517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004303931598318519,0.001280694474732432,0.030661985592184793,0.007861053292932095,0.0,0.0,0.14716655625822816,0.0,0.016638550456394917,0.0,0.2607732562125046,0.0,0.019795742303445368,0.0,0.0,0.0012882470371543611,0.0,0.0,0.03512737050837746,0.0,0.0036400705152531744,0.0,0.01926334762582804,0.0,0.0,0.0,0.0,0.0,0.0,0.042240535943768566,0.0,0.0,0.012941743251480802,0.0,0.0,0.0,0.0,0.0,0.011742295062914411,0.06081364010376797,0.03626178219648909,0.018880502247135812,0.0,0.0,0.0,0.009579760287946075,0.016559614757491684,0.02508527735637624,0.02834883968343319,0.0,0.0,0.0,0.0,0.002205777582691798,0.0,0.0,0.03302766123722738,0.003332680290008324,0.08191701148260169,0.0,0.0,0.0,0.03540587680084638,0.0,0.03208669112855537,0.04103148433643632,0.015396241350126893,0.0,0.025567415242582582,0.0,0.0022122949444652986,0.0
20250320_1023_sbom_data.json,0.03268819319305351,0.0,0.0,0.06799174500302628,0.015179255477671258,0.033196918021712214,0.0225180208108658,0.0,0.011092021207419053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030390181663045154,0.036136383719391534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005188415442766334,0.004192777029849248,0.039589684592259804,0.0028312040217003155,0.0,0.0,0.018003183557700017,0.0,0.008408189281283009,0.0,0.0026017724627395824,0.0,0.12426070988556037,0.0,0.0,0.002015563894896355,0.0,0.0,0.09631764349050248,0.0,0.002107988150268515,0.08949006080206555,0.01540878110698454,0.0,0.0,0.0,0.0,0.0,0.0,0.059039220964497326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06385138142164773,0.05712037115594725,0.039307219252377214,0.036180282354472224,0.003046716614697314,0.0,0.0,0.0068969027235837345,0.010971401684280714,0.0028984209794866997,0.01609931701764705,0.0,0.0,0.0,0.0,0.0034106296350699485,0.0,0.0,0.010860852496008077,0.0018966060681957022,0.014333822942435362,0.0,0.0,0.0,0.05287459695225477,0.0,0.026208173806483888,0.03198814534600797,0.04882546735374223,0.0,0.10383021647189612,0.0,0.021197618144292742,0.004489779813591617
